Time,ID,D0,D1,D2,D3,D4,D5,D6,D7,Class
Z(1708496801.225172),559,0,0,0,0,0,0,0,0,R
Z(1708496801.227103),316,71,2B,44,0D,2B,2D,0,7F,R
Z(1708496801.227678),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.227685),200,14,0,0,0,0,0,0,0,R
Z(1708496801.227690),260,2,2B,0,30,3,AE,67,24,R
Z(1708496801.228046),329,D1,9A,79,8C,11,2E,0,0C,R
Z(1708496801.228624),2B0,35,FF,0,7,FE,2E,0,0C,R
Z(1708496801.231308),556,50,6D,5A,0D,0,28,0,2,R
Z(1708496801.231314),557,76,7F,80,80,2A,0,0,0,R
Z(1708496801.232200),0,0,0,0,0,0,0,0,0,T
Z(1708496801.232546),0,0,0,0,0,0,0,0,0,T
Z(1708496801.232552),500,3D,0,40,0,0,C1,81,0,R
Z(1708496801.232864),50C,0,0,0,0,4,0,0,78,R
Z(1708496801.235133),0,0,0,0,0,0,0,0,0,T
Z(1708496801.235141),0,0,0,0,0,0,0,0,0,T
Z(1708496801.235593),0,0,0,0,0,0,0,0,0,T
Z(1708496801.237076),316,71,2B,44,0D,2B,2D,0,7F,R
Z(1708496801.237318),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.237492),200,14,0,0,0,0,0,0,0,R
Z(1708496801.237670),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.237913),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.239115),2B0,35,FF,0,7,EF,2E,0,0C,R
Z(1708496801.241850),0,0,0,0,0,0,0,0,0,T
Z(1708496801.242565),541,3,0,0,0,0,0,0,1,R
Z(1708496801.242767),52A,0,0,0,0,6,0,0,0,R
Z(1708496801.247403),316,71,2B,44,0D,2B,2D,0,7F,R
Z(1708496801.247409),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.247412),200,14,0,0,0,0,0,0,0,R
Z(1708496801.247701),260,2,2B,0,30,3,AE,67,6,R
Z(1708496801.247974),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.249324),2B0,35,FF,0,7,10,2F,0,0C,R
Z(1708496801.253052),0,0,0,0,0,0,0,0,0,T
Z(1708496801.253057),0,0,0,0,0,0,0,0,0,T
Z(1708496801.255130),0,0,0,0,0,0,0,0,0,T
Z(1708496801.255136),0,0,0,0,0,0,0,0,0,T
Z(1708496801.255557),0,0,0,0,0,0,0,0,0,T
Z(1708496801.257196),316,71,2B,3E,0D,2B,2D,0,7F,R
Z(1708496801.257408),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.257588),200,14,0,0,0,0,0,0,0,R
Z(1708496801.257899),260,2,2B,0,30,3,AE,67,15,R
Z(1708496801.257906),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.259722),2B0,35,FF,0,7,1,2F,0,0C,R
Z(1708496801.261791),0,0,0,0,0,0,0,0,0,T
Z(1708496801.267542),316,71,2B,40,0D,2C,2D,0,7F,R
Z(1708496801.267564),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.267568),200,14,0,0,0,0,0,0,0,R
Z(1708496801.267940),260,2,2C,0,30,3,AE,67,23,R
Z(1708496801.267948),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.268168),0,0,0,0,0,0,0,0,0,T
Z(1708496801.268724),545,B8,0,0,88,0,0,0,0,R
Z(1708496801.268735),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496801.270327),2B0,35,FF,0,7,32,3A,E6,2,R
Z(1708496801.273801),0,0,0,0,0,0,0,0,0,T
Z(1708496801.274995),0,0,0,0,0,0,0,0,0,T
Z(1708496801.275274),0,0,0,0,0,0,0,0,0,T
Z(1708496801.275587),0,0,0,0,0,0,0,0,0,T
Z(1708496801.275594),0,0,0,0,0,0,0,0,0,T
Z(1708496801.277065),316,71,2B,40,0D,2C,2D,0,7F,R
Z(1708496801.277077),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.277601),200,14,0,0,0,0,0,0,0,R
Z(1708496801.277607),260,2,2C,0,30,3,AE,67,32,R
Z(1708496801.277844),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.280429),2B0,35,FF,0,7,23,2E,0,0C,R
Z(1708496801.281825),0,0,0,0,0,0,0,0,0,T
Z(1708496801.282597),553,0,0,0,0,1,0,0,0,R
Z(1708496801.287526),316,71,2B,4C,0D,2C,2D,0,7F,R
Z(1708496801.287533),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.287810),260,2,2C,0,30,3,AE,67,5,R
Z(1708496801.288165),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.288171),200,14,0,0,0,0,0,0,0,R
Z(1708496801.290818),2B0,35,FF,0,7,54,0,0,0,R
Z(1708496801.292359),0,0,0,0,0,0,0,0,0,T
Z(1708496801.294486),0,0,0,0,0,0,0,0,0,T
Z(1708496801.295114),0,0,0,0,0,0,0,0,0,T
Z(1708496801.295120),0,0,0,0,0,0,0,0,0,T
Z(1708496801.295566),0,0,0,0,0,0,0,0,0,T
Z(1708496801.297646),316,71,2B,4C,0D,2C,2D,0,7F,R
Z(1708496801.297881),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.297888),200,14,0,0,0,0,0,0,0,R
Z(1708496801.298419),260,2,2C,0,30,3,AE,67,14,R
Z(1708496801.298424),329,4F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.301151),2B0,35,FF,0,7,45,2E,0,0C,R
Z(1708496801.301802),0,0,0,0,0,0,0,0,0,T
Z(1708496801.307028),316,71,2B,52,0D,2C,2D,0,7F,R
Z(1708496801.307249),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.307554),200,14,0,0,0,0,0,0,0,R
Z(1708496801.307561),260,2,2C,0,30,3,AE,67,23,R
Z(1708496801.307942),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.311661),2B0,35,FF,0,7,76,2F,0,0C,R
Z(1708496801.312484),0,0,0,0,0,0,0,0,0,T
Z(1708496801.315159),0,0,0,0,0,0,0,0,0,T
Z(1708496801.315167),0,0,0,0,0,0,0,0,0,T
Z(1708496801.315633),0,0,0,0,0,0,0,0,0,T
Z(1708496801.315639),0,0,0,0,0,0,0,0,0,T
Z(1708496801.317117),316,71,2B,52,0D,2C,2D,0,7F,R
Z(1708496801.317387),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.317394),200,14,0,0,0,0,0,0,0,R
Z(1708496801.317850),260,2,2C,0,30,3,AE,67,32,R
Z(1708496801.317857),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.318227),0,0,0,0,0,0,0,0,0,T
Z(1708496801.321796),0,0,0,0,0,0,0,0,0,T
Z(1708496801.322050),2B0,35,FF,0,7,67,0,0,8,R
Z(1708496801.327066),316,71,2B,52,0D,2C,2D,0,7F,R
Z(1708496801.327408),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.327415),200,14,0,0,0,0,0,0,0,R
Z(1708496801.327822),260,2,2C,0,30,3,AE,67,5,R
Z(1708496801.327827),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.330028),556,50,6D,4C,0D,0,28,0,2,R
Z(1708496801.330035),557,76,7F,80,80,2A,0,0,0,R
Z(1708496801.332353),0,0,0,0,0,0,0,0,0,T
Z(1708496801.332359),500,3D,0,38,80,2A,0,0,0,R
Z(1708496801.332594),2B0,35,FF,0,7,98,0,0,0,R
Z(1708496801.332600),50C,0,0,0,0,4,0,0,88,R
Z(1708496801.332927),5A0,0,0,0,0,19,0,0,0,R
Z(1708496801.333296),5A1,0,0,0,0,0,0,0,0,R
Z(1708496801.333303),5B0,89,A1,7,0,0,0,0,0,R
Z(1708496801.335098),0,0,0,0,0,0,0,0,0,T
Z(1708496801.335104),0,0,0,0,0,0,0,0,0,T
Z(1708496801.335536),0,0,0,0,0,0,0,0,0,T
Z(1708496801.336163),0,0,0,0,0,0,0,0,0,T
Z(1708496801.337280),316,71,2B,4E,0D,2B,2D,0,7F,R
Z(1708496801.337287),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.337734),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.337741),260,2,2B,0,30,3,AE,67,15,R
Z(1708496801.338020),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.341810),0,0,0,0,0,0,0,0,0,T
Z(1708496801.342656),541,3,0,0,0,0,0,0,1,R
Z(1708496801.342662),2B0,35,FF,0,7,89,0,0,1,R
Z(1708496801.347085),316,71,2B,4E,0D,2B,2D,0,7F,R
Z(1708496801.347318),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.347491),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.347715),260,2,2B,0,30,3,AE,67,24,R
Z(1708496801.347940),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.353090),2B0,35,FF,0,7,BA,2F,0,0C,R
Z(1708496801.353096),0,0,0,0,0,0,0,0,0,T
Z(1708496801.354989),0,0,0,0,0,0,0,0,0,T
Z(1708496801.355253),0,0,0,0,0,0,0,0,0,T
Z(1708496801.355440),0,0,0,0,0,0,0,0,0,T
Z(1708496801.356700),0,0,0,0,0,0,0,0,0,T
Z(1708496801.357383),316,71,2B,4A,0D,2B,2D,0,7F,R
Z(1708496801.357390),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.357704),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.358082),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.358089),329,84,9A,79,8C,11,2F,0,0C,R
Z(1708496801.361746),0,0,0,0,0,0,0,0,0,T
Z(1708496801.363443),2B0,35,FF,0,7,AB,0,0,28,R
Z(1708496801.367434),316,71,2B,4A,0D,2B,2D,0,7F,R
Z(1708496801.367645),200,0D,0,0,0,0,0,0,7F,R
Z(1708496801.367844),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.368092),260,2,2B,0,30,3,AE,67,6,R
Z(1708496801.368263),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.368666),0,0,0,0,0,0,0,0,0,T
Z(1708496801.368673),545,B8,0,0,89,0,0,0,0,R
Z(1708496801.369052),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496801.373738),2B0,35,FF,0,7,DC,3A,E6,2,R
Z(1708496801.375006),0,0,0,0,0,0,0,0,0,T
Z(1708496801.375236),0,0,0,0,0,0,0,0,0,T
Z(1708496801.375521),0,0,0,0,0,0,0,0,0,T
Z(1708496801.375525),0,0,0,0,0,0,0,0,0,T
Z(1708496801.377226),316,71,2B,4A,0D,2B,2D,0,7F,R
Z(1708496801.377234),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.377532),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.377737),260,2,2B,0,30,3,AE,67,15,R
Z(1708496801.377965),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.378306),0,0,0,0,0,0,0,0,0,T
Z(1708496801.381732),0,0,0,0,0,0,0,0,0,T
Z(1708496801.381964),44,0,0,0,84,FF,0,0,0,R
Z(1708496801.382284),43,0,0,0,0,0,0,0,0,R
Z(1708496801.384062),2B0,35,FF,0,7,CD,0,0,0,R
Z(1708496801.387035),316,71,2B,4A,0D,2B,2D,0,7F,R
Z(1708496801.387254),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.387465),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.387661),260,2,2B,0,30,3,AE,67,24,R
Z(1708496801.387848),329,84,9A,79,8C,11,2F,0,0C,R
Z(1708496801.392221),0,0,0,0,0,0,0,0,0,T
Z(1708496801.394420),2B0,35,FF,0,7,FE,2F,0,0C,R
Z(1708496801.395099),0,0,0,0,0,0,0,0,0,T
Z(1708496801.395106),0,0,0,0,0,0,0,0,0,T
Z(1708496801.395558),0,0,0,0,0,0,0,0,0,T
Z(1708496801.397301),316,71,2B,4E,0D,2B,2D,0,7F,R
Z(1708496801.397306),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.397580),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.397804),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.397984),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.398347),0,0,0,0,0,0,0,0,0,T
Z(1708496801.401668),0,0,0,0,0,0,0,0,0,T
Z(1708496801.404800),2B0,35,FF,0,7,EF,0,0,C8,R
Z(1708496801.407123),316,71,2B,4E,0D,2B,2D,0,7F,R
Z(1708496801.407131),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.407471),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.407670),260,2,2B,0,30,3,AE,67,6,R
Z(1708496801.407862),329,84,9A,79,8C,11,2F,0,0C,R
Z(1708496801.412539),0,0,0,0,0,0,0,0,0,T
Z(1708496801.415119),0,0,0,0,0,0,0,0,0,T
Z(1708496801.415126),2B0,35,FF,0,7,10,0,0,0,R
Z(1708496801.415264),0,0,0,0,0,0,0,0,0,T
Z(1708496801.415572),0,0,0,0,0,0,0,0,0,T
Z(1708496801.417204),316,71,2B,4E,0D,2B,2D,0,7F,R
Z(1708496801.417480),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.417734),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.417740),260,2,2B,0,30,3,AE,67,15,R
Z(1708496801.418012),329,D1,9A,79,8C,11,2E,0,0C,R
Z(1708496801.418369),0,0,0,0,0,0,0,0,0,T
Z(1708496801.418694),0,0,0,0,0,0,0,0,0,T
Z(1708496801.421714),0,0,0,0,0,0,0,0,0,T
Z(1708496801.425495),559,0,0,0,0,0,0,0,0,R
Z(1708496801.425501),2B0,35,FF,0,7,1,0,0,0,R
Z(1708496801.427192),316,71,2B,46,0D,2B,2D,0,7F,R
Z(1708496801.427418),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.427686),200,0D,0,0,0,0,0,0,0,R
Z(1708496801.427896),260,2,2B,0,30,3,AE,67,24,R
Z(1708496801.428122),329,D1,9A,79,8C,11,2F,0,0C,R
Z(1708496801.432245),0,0,0,0,0,0,0,0,0,T
Z(1708496801.432250),500,3D,0,38,D0,11,2F,0,0C,R
Z(1708496801.432518),50C,0,0,0,0,4,0,0,98,R
Z(1708496801.434173),556,50,6D,4C,0D,0,28,0,2,R
Z(1708496801.434179),557,76,7F,80,80,2A,0,0,0,R
Z(1708496801.435126),0,0,0,0,0,0,0,0,0,T
Z(1708496801.435133),0,0,0,0,0,0,0,0,0,T
Z(1708496801.435853),0,0,0,0,0,0,0,0,0,T
Z(1708496801.435861),2B0,35,FF,0,7,32,40,0,80,R
Z(1708496801.437452),316,71,2B,46,0D,2B,2D,0,7F,R
Z(1708496801.437676),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.437885),200,12,0,0,0,0,0,0,0,R
Z(1708496801.438145),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.438343),329,D1,9A,79,8C,11,2E,0,0C,R
Z(1708496801.439409),0,0,0,0,0,0,0,0,0,T
Z(1708496801.441696),0,0,0,0,0,0,0,0,0,T
Z(1708496801.442586),541,3,0,0,0,0,0,0,1,R
Z(1708496801.442888),52A,0,0,0,0,6,0,0,0,R
Z(1708496801.446112),2B0,35,FF,0,7,23,0,0,0,R
Z(1708496801.447181),316,71,2B,48,0D,2C,2D,0,7F,R
Z(1708496801.447188),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.447581),200,12,0,0,0,0,0,0,0,R
Z(1708496801.447802),260,2,2C,0,30,3,AE,67,5,R
Z(1708496801.448013),329,D1,9A,79,8C,11,2E,0,0C,R
Z(1708496801.453175),0,0,0,0,0,0,0,0,0,T
Z(1708496801.455128),0,0,0,0,0,0,0,0,0,T
Z(1708496801.455135),0,0,0,0,0,0,0,0,0,T
Z(1708496801.455593),0,0,0,0,0,0,0,0,0,T
Z(1708496801.456438),2B0,35,FF,0,7,54,40,0,80,R
Z(1708496801.457198),316,71,2B,48,0D,2C,2D,0,7F,R
Z(1708496801.457409),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.457603),200,12,0,0,0,0,0,0,0,R
Z(1708496801.458014),260,2,2C,0,30,3,AE,67,14,R
Z(1708496801.458020),329,D1,9A,79,8C,11,2F,0,0C,R
Z(1708496801.460099),0,0,0,0,0,0,0,0,0,T
Z(1708496801.461682),0,0,0,0,0,0,0,0,0,T
Z(1708496801.466742),2B0,35,FF,0,7,45,0,0,98,R
Z(1708496801.467434),316,71,2B,4A,0D,2C,2D,0,7F,R
Z(1708496801.467442),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.467729),200,12,0,0,0,0,0,0,0,R
Z(1708496801.467946),260,2,2C,0,30,3,AE,67,23,R
Z(1708496801.468200),329,D1,9A,79,8C,11,2F,0,0C,R
Z(1708496801.468605),0,0,0,0,0,0,0,0,0,T
Z(1708496801.468612),545,B8,0,0,88,0,0,0,0,R
Z(1708496801.469028),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496801.474917),0,0,0,0,0,0,0,0,0,T
Z(1708496801.475330),0,0,0,0,0,0,0,0,0,T
Z(1708496801.475348),0,0,0,0,0,0,0,0,0,T
Z(1708496801.476067),0,0,0,0,0,0,0,0,0,T
Z(1708496801.477306),316,71,2B,4C,0D,2C,2D,0,7F,R
Z(1708496801.477339),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.477346),200,12,0,0,0,0,0,0,0,R
Z(1708496801.477856),260,2,2C,0,30,3,AE,67,32,R
Z(1708496801.477871),2B0,35,FF,0,7,76,AE,67,32,R
Z(1708496801.478435),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.480786),0,0,0,0,0,0,0,0,0,T
Z(1708496801.481600),0,0,0,0,0,0,0,0,0,T
Z(1708496801.482638),553,0,0,0,0,1,0,0,0,R
Z(1708496801.487201),316,71,2B,4C,0D,2C,2D,0,7F,R
Z(1708496801.487208),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.487497),200,12,0,0,0,0,0,0,0,R
Z(1708496801.487717),260,2,2C,0,30,3,AE,67,5,R
Z(1708496801.487888),2B0,35,FF,0,7,67,AE,67,5,R
Z(1708496801.488190),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.492487),0,0,0,0,0,0,0,0,0,T
Z(1708496801.495175),0,0,0,0,0,0,0,0,0,T
Z(1708496801.495185),0,0,0,0,0,0,0,0,0,T
Z(1708496801.495696),0,0,0,0,0,0,0,0,0,T
Z(1708496801.497395),316,71,2B,56,0D,2C,2D,0,7F,R
Z(1708496801.497648),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.497655),200,12,0,0,0,0,0,0,0,R
Z(1708496801.498150),260,2,2C,0,30,3,AE,67,14,R
Z(1708496801.498157),2B0,35,FF,0,7,98,AE,67,14,R
Z(1708496801.498593),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.501622),0,0,0,0,0,0,0,0,0,T
Z(1708496801.502175),0,0,0,0,0,0,0,0,0,T
Z(1708496801.507560),316,71,2B,56,0D,2C,2D,0,7F,R
Z(1708496801.507568),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.507913),200,12,0,0,0,0,0,0,0,R
Z(1708496801.508160),260,2,2C,0,30,3,AE,67,23,R
Z(1708496801.508167),2B0,35,FF,0,7,89,AE,67,23,R
Z(1708496801.508487),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.512864),0,0,0,0,0,0,0,0,0,T
Z(1708496801.515141),0,0,0,0,0,0,0,0,0,T
Z(1708496801.515149),0,0,0,0,0,0,0,0,0,T
Z(1708496801.515504),0,0,0,0,0,0,0,0,0,T
Z(1708496801.517123),316,71,2B,54,0D,2B,2D,0,7F,R
Z(1708496801.517353),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.517543),200,12,0,0,0,0,0,0,0,R
Z(1708496801.517862),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.517869),329,0F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.518166),0,0,0,0,0,0,0,0,0,T
Z(1708496801.518601),2B0,35,FF,0,7,BA,0,0,4C,R
Z(1708496801.521629),0,0,0,0,0,0,0,0,0,T
Z(1708496801.522222),0,0,0,0,0,0,0,0,0,T
Z(1708496801.527124),316,71,2B,54,0D,2B,2D,0,7F,R
Z(1708496801.527348),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.527665),200,12,0,0,0,0,0,0,0,R
Z(1708496801.527670),260,2,2B,0,30,3,AE,67,6,R
Z(1708496801.528005),329,0F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.528849),2B0,35,FF,0,7,AB,2E,0,0C,R
Z(1708496801.532231),556,50,6D,4C,0D,0,28,0,2,R
Z(1708496801.532237),0,0,0,0,0,0,0,0,0,T
Z(1708496801.532565),500,3D,0,38,20,0,28,0,2,R
Z(1708496801.532572),50C,0,0,0,0,4,0,0,A8,R
Z(1708496801.532852),557,75,7F,80,80,2A,0,0,0,R
Z(1708496801.535090),0,0,0,0,0,0,0,0,0,T
Z(1708496801.535098),0,0,0,0,0,0,0,0,0,T
Z(1708496801.535462),0,0,0,0,0,0,0,0,0,T
Z(1708496801.537522),316,71,2B,48,0D,2B,2D,0,7F,R
Z(1708496801.537793),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.537798),200,14,0,0,0,0,0,0,0,R
Z(1708496801.538200),260,2,2B,0,30,3,AE,67,15,R
Z(1708496801.538372),329,4F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.539235),2B0,35,FF,0,7,DC,2E,0,0C,R
Z(1708496801.541506),0,0,0,0,0,0,0,0,0,T
Z(1708496801.542560),541,3,0,0,0,0,0,0,1,R
Z(1708496801.542897),0,0,0,0,0,0,0,0,0,T
Z(1708496801.547027),316,71,2B,48,0D,2B,2D,0,7F,R
Z(1708496801.547250),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.547496),200,14,0,0,0,0,0,0,0,R
Z(1708496801.547656),260,2,2B,0,30,3,AE,67,24,R
Z(1708496801.547997),329,4F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.549557),2B0,35,FF,0,7,CD,2E,0,0C,R
Z(1708496801.552987),0,0,0,0,0,0,0,0,0,T
Z(1708496801.555134),0,0,0,0,0,0,0,0,0,T
Z(1708496801.555142),0,0,0,0,0,0,0,0,0,T
Z(1708496801.555513),0,0,0,0,0,0,0,0,0,T
Z(1708496801.557118),316,71,2B,48,0D,2B,2D,0,7F,R
Z(1708496801.557126),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.557540),200,14,0,0,0,0,0,0,0,R
Z(1708496801.557546),260,2,2B,0,30,3,AE,67,33,R
Z(1708496801.557827),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.559967),2B0,35,FF,0,7,FE,2F,0,0C,R
Z(1708496801.561607),0,0,0,0,0,0,0,0,0,T
Z(1708496801.563662),0,0,0,0,0,0,0,0,0,T
Z(1708496801.567280),316,71,2B,48,0D,2B,2D,0,7F,R
Z(1708496801.567288),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.567647),200,14,0,0,0,0,0,0,0,R
Z(1708496801.567848),260,2,2B,0,30,3,AE,67,6,R
Z(1708496801.568106),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.568299),0,0,0,0,0,0,0,0,0,T
Z(1708496801.568651),545,B8,0,0,89,0,0,0,0,R
Z(1708496801.568657),547,2,0,72,9C,93,3A,E6,2,R
Z(1708496801.570335),2B0,35,FF,0,7,EF,3A,E6,2,R
Z(1708496801.575012),0,0,0,0,0,0,0,0,0,T
Z(1708496801.575224),0,0,0,0,0,0,0,0,0,T
Z(1708496801.575525),0,0,0,0,0,0,0,0,0,T
Z(1708496801.575530),0,0,0,0,0,0,0,0,0,T
Z(1708496801.577577),316,71,2B,46,0D,2B,2D,0,7F,R
Z(1708496801.577819),18F,FE,4E,2B,0,0,55,0,0,R
Z(1708496801.577827),200,14,0,0,0,0,0,0,0,R
Z(1708496801.578202),260,2,2B,0,30,3,AE,69,13,R
Z(1708496801.578374),329,4F,9A,79,8C,11,2F,0,0C,R
Z(1708496801.580757),2B0,35,FF,0,7,10,2F,0,0C,R
Z(1708496801.581655),0,0,0,0,0,0,0,0,0,T
Z(1708496801.584408),0,0,0,0,0,0,0,0,0,T
Z(1708496801.587172),316,71,2C,48,0D,2C,2D,0,7F,R
Z(1708496801.587410),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.587417),200,14,0,0,0,0,0,0,0,R
Z(1708496801.587781),260,2,2C,0,30,3,AE,69,21,R
Z(1708496801.587787),329,4F,9A,79,8C,11,2E,0,0C,R
Z(1708496801.592245),2B0,35,FF,0,7,1,2E,0,0C,R
Z(1708496801.592251),0,0,0,0,0,0,0,0,0,T
Z(1708496801.595361),0,0,0,0,0,0,0,0,0,T
Z(1708496801.595374),0,0,0,0,0,0,0,0,0,T
Z(1708496801.595380),0,0,0,0,0,0,0,0,0,T
Z(1708496801.597104),316,71,2C,48,0D,2C,2D,0,7F,R
Z(1708496801.597309),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.597538),200,14,0,0,0,0,0,0,0,R
Z(1708496801.597740),260,2,2C,0,30,3,AE,69,30,R
Z(1708496801.597917),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.601496),2B0,35,FF,0,7,32,2E,0,0C,R
Z(1708496801.601501),0,0,0,0,0,0,0,0,0,T
Z(1708496801.605166),0,0,0,0,0,0,0,0,0,T
Z(1708496801.607625),316,71,2C,52,0D,2C,2D,0,7F,R
Z(1708496801.607837),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.608013),200,14,0,0,0,0,0,0,0,R
Z(1708496801.608355),260,2,2C,0,30,3,AE,69,3,R
Z(1708496801.608549),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.611871),2B0,35,FF,0,7,23,2E,0,0C,R
Z(1708496801.612578),0,0,0,0,0,0,0,0,0,T
Z(1708496801.615120),0,0,0,0,0,0,0,0,0,T
Z(1708496801.615127),0,0,0,0,0,0,0,0,0,T
Z(1708496801.615479),0,0,0,0,0,0,0,0,0,T
Z(1708496801.617298),316,71,2B,50,0D,2C,2D,0,7F,R
Z(1708496801.617616),18F,FE,4F,2C,0,0,55,0,0,R
Z(1708496801.617622),200,14,0,0,0,0,0,0,0,R
Z(1708496801.618000),260,2,2C,0,30,3,AE,67,14,R
Z(1708496801.618007),329,84,9A,79,8C,11,2F,0,0C,R
Z(1708496801.618347),0,0,0,0,0,0,0,0,0,T
Z(1708496801.621347),0,0,0,0,0,0,0,0,0,T
Z(1708496801.622200),2B0,35,FF,0,7,54,0,0,17,R
Z(1708496801.625312),559,0,0,0,0,0,0,0,0,R
Z(1708496801.625889),0,0,0,0,0,0,0,0,0,T
Z(1708496801.627036),316,71,2B,50,0D,2C,2D,0,7F,R
Z(1708496801.627246),18F,FE,4E,2C,0,0,55,0,0,R
Z(1708496801.627430),200,14,0,0,0,0,0,0,0,R
Z(1708496801.627787),260,2,2C,0,30,3,AE,67,23,R
Z(1708496801.627794),329,84,9A,79,8C,11,2E,0,0C,R
Z(1708496801.630953),556,50,6D,4C,0D,0,28,0,2,R
Z(1708496801.630960),557,78,7F,80,80,2B,0,0,0,R
Z(1708496801.632244),0,0,0,0,0,0,0,0,0,T
Z(1708496801.632252),500,3D,0,38,70,2B,0,0,0,R
Z(1708496801.632600),50C,0,0,0,0,4,0,0,B8,R
Z(1708496801.632604),2B0,35,FF,0,7,45,0,0,B8,R
Z(1708496801.635135),0,0,0,0,0,0,0,0,0,T
Z(1708496801.635142),0,0,0,0,0,0,0,0,0,T
